Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.22262917,67.12320661,66.62790113,66.33188088,66.08254753,65.82070665,65.415894,65.17341521,64.86907283,64.66581411,63.7125539,62.82842992,62.10441328,61.4862139,60.90771688,60.46819573,60.41775543,59.93248683,59.43315156,59.08348778,59.23347472,59.06552997,58.72979111,58.6136456,58.38620785,58.1649667,57.87856085,57.8362059,57.68629737,55.44261824,57.38665938
Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9308732,32.09161618,31.88525059,32.11399511,32.00884653,32.24970428,32.45984714,32.75919921,32.87758742,32.9288962,32.67499654,32.31496221,32.30805882,32.24003058,32.26205275,32.34717642,32.6324495,32.58397077,32.61898453,32.62669064,32.48338932,32.35410727,31.86750168,31.4428276,31.11437583,30.8249485,30.59891355,30.28631907,31.8167826,30.09919524,30.66155609
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.61434675,64.53384977,64.06789403,63.84654792,63.65761249,63.46804502,63.178368,62.83596378,62.56593572,62.46354198,61.65601279,60.86909242,60.22710601,59.76097356,59.31256569,58.988025,58.97768719,58.557301,58.06095681,57.76614136,57.92476394,57.79398773,57.57522228,57.54081561,57.3839741,57.26073595,57.08978891,57.16447136,57.11564726,55.07087366,56.85059911
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77386358,51.14091,49.10562062,48.01966841,47.01577545,45.96574893,44.59535232,43.7214062,44.96330442,45.18875853,45.32735271,45.98249797,45.68289076,45.44660654,45.77242222,46.06150847,46.68585794,46.75279457,46.32186358,46.64543651,47.19686531,47.4687037,47.41466441,47.29965153,47.20145863,47.3811659,47.43776165,47.63031723,47.41233391,46.13785735,46.8390399
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.27813062,45.80247796,44.54486133,43.9649271,43.59918104,43.27413657,42.91816317,42.81968126,43.71927489,44.07607721,44.39413636,44.69086107,44.74231568,44.68595821,45.09976188,45.64654707,46.33881774,46.66459162,46.22953883,46.24099379,46.53145938,46.62909574,46.57996453,46.76289789,46.96158603,47.41099666,47.80220496,48.17931724,48.36225047,47.36811213,47.93204774
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.76499939,44.70199966,44.69400024,45.11899948,45.09799957,45.04999924,45.55500031,48.49100113,45.41999817,42.88100052,44.47000122,45.32300186,46.10900116,49.69200134,49.44499969,50.36999893,49.89300156,49.39599991,46.7140007,45.60100174,45.02500153,46.22200012,46.34400177,45.69400024,49.54399872,52.15200043,53.38899994,52.07300186,51.89199829,44.75400162,50.65000153
"Egypt, Arab Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56500053,19.12899971,17.37599945,17.9090004,16.65500069,17.20400047,16.38599968,15.87699986,16.63899994,15.78999996,15.93500042,13.8409996,14.51799965,14.49800014,15.43900013,16.21199989,19.06299973,17.78499985,17.81699944,18.07999992,17.47500038,17.09300041,17.43899918,17.59199905,17.14900017,17.60199928,17.08200073,14.45499992,12.45100021,11.93799973,12.30500031
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.50753416,38.08319405,37.44795276,37.27442266,37.45990817,37.74008884,38.00577364,38.60427734,39.55735762,40.41581071,41.14364499,41.66676481,42.26456612,42.42343243,43.13996238,43.9541185,44.79980155,45.32913224,44.87606921,44.73885301,44.89990319,44.74684937,44.57260197,44.74748767,45.10994112,45.78925461,46.38593458,46.92950793,47.51298289,46.55632705,47.27155528
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98899841,67.63600159,67.34500122,66.96099854,66.94999695,66.94200134,66.76300049,66.73799896,66.77300262,66.8769989,66.84500122,66.9260025,67.05999756,67.20700073,67.1740036,67.18000031,67.14800262,67.30400085,67.19999695,66.90699768,66.8690033,66.84600067,66.97399902,66.60299683,66.68900299,66.5739975,66.66500092,66.60099792,66.52600098,64.55000305,64.87599945
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.56999969,25.67300034,24.87400055,24.75200081,25.45000076,26.1760006,27.31200027,28.10000038,30.09000015,32.29000092,33.41699982,35.08200073,36.49100113,37.95399857,40.56600189,42.13000107,43.35900116,43.52299881,41.76300049,41.25600052,40.93999863,39.68799973,38.7840004,39.23099899,40.20299911,41.33399963,42.2519989,43.07699966,43.80500031,42.18399811,43.79299927
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.29800034,53.82600021,51.07899857,50.33100128,48.94900131,48.57099915,49.09400177,48.22600174,46.65800095,46.47800064,45.11500168,46.61100006,46.85900116,48.51499939,49.83200073,51.61600113,51.9980011,51.98099899,49.07899857,47.30500031,49.17399979,50.3409996,50.82699966,50.82699966,52.22700119,52.82899857,54.00899887,54.26100159,54.51100159,53.27000046,54.61199951
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.43699646,64.40399933,64.48200226,64.4280014,64.95400238,65.48500061,65.91600037,66.33899689,66.85399628,67.73999786,68.62599945,69.4489975,70.28900146,71.23300171,72.07099915,72.05699921,72.05200195,72.04299927,72.02899933,72.04299927,72.03500366,72.02300262,72.03199768,71.94100189,71.85099792,71.74900055,71.65100098,71.55400085,71.45600128,70.05400085,70.90399933
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.40598018,40.9325471,40.11276553,39.84320552,39.8957317,39.93705712,40.20718264,40.63712604,41.27144062,41.67408922,42.12259257,42.10145119,42.47284931,42.54391282,43.03727189,43.87261341,44.7595833,45.30227916,44.86048129,44.67770754,44.77433512,44.70765531,44.58151056,44.90890972,45.31234353,45.97022286,46.66806335,47.20086635,47.67005411,46.78521836,47.37993959
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81225131,52.75237347,52.55108544,52.28432178,52.00942418,51.71853307,51.52635307,51.29449308,51.12911494,51.08629436,51.00266091,50.77722337,50.59267665,50.56043748,50.68321023,50.43790077,50.24738036,49.93560865,49.5050438,49.13063148,48.94152745,48.21611916,47.68178766,47.58357372,47.59167109,47.48608707,47.11046185,47.16154979,46.90488848,45.48871558,47.2088443
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51900101,50.77299881,47.4640007,46.58200073,45.80899811,46.06600189,46.52700043,47.57899857,49.13000107,49.41500092,50.56000137,51.14400101,50.99100113,50.4070015,51.90200043,52.45500183,53.25099945,53.5340004,52.63299942,51.66600037,51.82600021,52.01699829,51.33399963,51.07300186,50.67599869,50.26800156,50.55799866,51.77999878,52.32699966,51.0890007,51.65299988
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.26100159,37.29299927,37.21300125,37.18700027,37.11700058,37.09199905,36.59199905,36.24300003,35.9469986,35.40100098,35.05400085,34.67100143,34.23899841,33.89599991,33.04600143,34.74300003,36.41799927,38.17599869,39.9109993,41.73799896,43.51300049,42.06800079,40.69800186,39.31700134,37.77600098,36.24599838,36.31600189,36.33200073,36.29199982,35.51100159,35.42399979
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.37900162,41.17599869,41.31499863,40.97700119,41.39699936,41.51499939,41.27700043,41.70800018,42.09799957,43.08599854,43.73400116,44.26499939,45.71900177,45.18000031,45.77500153,45.91199875,46.77500153,47.29899979,46.91699982,46.79100037,46.65200043,46.72399902,46.67300034,46.46900177,46.48500061,46.45199966,46.50099945,46.76900101,46.97700119,46.59999847,48.15599823
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22000122,32.1590004,32.22399902,32,31.79800034,31.57699966,31.39500046,31.19000053,30.90399933,30.78899956,30.65999985,30.47800064,30.34300041,30.16500092,30.01399994,29.58699989,29.3010006,28.79299927,28.41500092,28.06599998,28.17200089,28.24600029,28.33300018,28.38400078,28.44300079,28.37800026,28.33099937,28.3220005,28.36499977,26.58099937,26.87299919
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.44900131,48.57600021,48.47200012,48.6969986,48.9129982,49.64300156,50.29800034,50.56700134,51.01699829,51.56299973,51.86399841,52.26699829,52.34199905,52.63600159,53.02199936,53.13600159,52.92399979,53.11399841,52.54299927,52.20600128,52.07600021,52.24700165,52.76699829,53.69599915,54.26699829,54.8030014,55.35599899,55.74700165,56.38999939,56.17200089,55.66699982
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.42599869,55.6269989,56.40499878,55.56600189,55.4640007,52.08000183,51.05699921,49.0320015,51.15999985,49.375,52.03099823,49.86999893,50.97700119,50.24599838,48.91400146,47.45299911,48.05500031,44.66400146,44.21300125,46,46.38000107,46.75,47.30400085,49.04499817,50.7820015,50.64699936,49.52999878,49.39099884,49.07099915,49.47900009,49.60900116
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.79599762,71.81400299,71.03199768,70.21099854,69.42900085,68.64199829,67.83599854,67.04799652,65.22200012,64.83599854,65.12799835,65.41000366,65.68099976,65.93199921,66.16699982,66.39099884,65.69799805,65.08300018,64.35800171,63.72200012,64.07499695,64.3010025,64.55200195,62.65200043,60.77999878,61.8219986,62.89799881,62.92200089,62.9659996,62.21099854,62.40499878
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7480011,60.69599915,60.67399979,60.64300156,60.64300156,60.58499908,60.55899811,60.53300095,60.5379982,60.55099869,60.52399826,60.52099991,59.32899857,58.17300034,57.00799942,55.81499863,54.67599869,53.45800018,52.21099854,51.05599976,49.85200119,48.64199829,47.4109993,46.19200134,44.97399902,43.81200027,42.59000015,41.34400177,40.12599945,39.38600159,39.11700058
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59600067,40.40299988,40.24000168,40.41600037,40.63199997,40.85499954,41.09000015,41.28099823,41.51499939,41.70600128,41.9070015,41.99900055,42.29899979,42.47800064,42.53900146,42.72900009,42.93600082,43.13600159,43.29899979,43.44400024,43.4070015,43.73500061,45.40399933,47.08399963,48.88800049,50.64400101,52.45999908,54.29000092,54.29199982,53.3730011,54.25500107
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4280014,46.41600037,46.42599869,46.45700073,46.51300049,46.51800156,46.52799988,46.49300003,46.625,46.68999863,46.74200058,46.79800034,46.87200165,46.95299911,47.03499985,47.07699966,47.13100052,47.18299866,47.23400116,47.28300095,47.30599976,47.30500031,47.34199905,47.36600113,47.4129982,47.43500137,47.4659996,47.4980011,47.54899979,46.93600082,47.09899902
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.84700012,45.7480011,45.68600082,45.64099884,45.63600159,45.63899994,45.69200134,45.79600143,45.88600159,45.97299957,45.88899994,45.88899994,45.8769989,45.92900085,45.91999817,46.00899887,46.09700012,46.17300034,46.12799835,45.93700027,46.03699875,46.16199875,46.31600189,46.39699936,46.42200089,46.44599915,46.51800156,46.64199829,46.66500092,44.76300049,45.28699875
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.08099937,30.18199921,30.14999962,30.77000046,31.33200073,31.81100082,32.06100082,32.94100189,33.15800095,33.64400101,33.44900131,34.27000046,35.17100143,35.64400101,35.86399841,36.79299927,37.02099991,37.61299896,37.72999954,36.88100052,34.38000107,31.64599991,30.15699959,30.9470005,31.97400093,32.48799896,33.18899918,33.72200012,35.07500076,35.13800049,35.59999847
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00899887,38.25999832,38.4070015,38.59999847,38.91999817,38.98099899,39.25799942,39.61100006,39.82799911,40.00999832,40.08100128,40.32799911,40.4280014,40.65299988,40.52899933,40.43600082,40.3390007,40.20700073,40.08499908,40.0359993,38.68099976,43.47000122,38.27000046,38.66400146,37.11399841,38.19300079,37.33300018,37.36600113,36.06299973,34.31000137,34.87400055
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.63100052,57.49399948,56.67399979,55.66799927,55.63299942,55.54199982,54.9109993,56.00799942,52.875,52.24599838,51.60699844,49.2159996,48.80899811,48.58000183,50.61199951,51.06399918,43.54000092,45.87900162,48.10200119,51.22399902,47.26399994,49.77500153,50.2179985,52.37799835,52.77199936,53.55199814,53.54299927,53.38199997,53.47999954,52.42399979,52.79299927
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7859993,32.49499893,33.18000031,32.74399948,32.27999878,31.86400032,31.41600037,30.92499924,30.52199936,30.05699921,29.64900017,29.20899963,29.71899986,30.27700043,30.82299995,31.40699959,31.73500061,32.01499939,32.35100174,32.67300034,33.01100159,33.33800125,33.67599869,34.03099823,34.38999939,34.78300095,35.14799881,35.41999817,33.2519989,32.21500015,32.95800018
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74217939,45.56575148,45.25213675,45.50091571,45.71456261,45.93221826,46.39808018,46.47591536,46.85217799,47.24854019,47.34399602,47.13331073,47.23445193,47.37824962,47.77254549,48.32206137,48.74394844,48.90754373,48.08913487,47.82894005,47.84951983,47.90388389,48.04102377,48.44933956,48.79617248,49.32217333,49.85047244,50.40847022,50.95323965,49.32423577,50.15606337
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02999878,45.40800095,45.65499878,46.43700027,46.12099838,46.65399933,47.03900146,46.7179985,46.33499908,46.98600006,48.67900085,48.85599899,48.38800049,48.92699814,49.61199951,50.65299988,51.26399994,51.54700089,50.91899872,50.07400131,51.44900131,52.04000092,52.85400009,52.88800049,52.97999954,53.0870018,53.45800018,53.73799896,53.63600159,51.55099869,51.86600113
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.23899841,42.75899887,43.18899918,42.92699814,43.3370018,42.87400055,43.64699936,43.35200119,43.33499908,41.6609993,41.17399979,40.47399902,39.34799957,38.23799896,38.65800095,36.69200134,36.1230011,37.84799957,39.0929985,40.25600052,37.07500076,36.25,40.06299973,41.61600113,42.30500031,41.69599915,42.02299881,46.68700027,43.39899826,40.89300156,42.90800095
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67962048,59.58015166,59.44789537,59.44639896,59.6591146,59.65018251,59.6030772,59.5843537,59.54266018,59.55072581,59.6874472,59.71740266,59.69033069,59.82550452,59.94550883,59.73528672,59.47631129,59.2166142,58.74799494,58.25876122,57.94902706,57.59795907,57.66190004,57.5315807,57.30623339,57.44063567,57.36937492,57.44340325,57.36947199,55.81761445,58.38512586
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.11500168,40.93700027,40.84600067,40.61899948,40.5909996,40.5870018,40.38100052,39.32899857,38.06200027,36.65100098,36.23799896,36.32500076,36.08000183,36.90999985,36.66699982,37.32899857,40.02600098,41.01499939,41.7159996,40.46500015,38.49100113,37.42100143,37.10900116,37.93700027,38.93799973,39.14699936,40.11700058,41.22600174,41.90399933,41.25400162,42.07600021
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7519989,51.78499985,51.88499832,51.94100189,52.22200012,52.15800095,52.13299942,52.12099838,52.1230011,51.32500076,50.82400131,50.33599854,49.85100174,49.27299881,48.80899811,48.36199951,47.97100067,48.5340004,49.18999863,49.60100174,50.54000092,50.72399902,51.09400177,51.38999939,51.56600189,51.70299911,51.91500092,52.04199982,51.80699921,50.49900055,50.67900085
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.76900101,42.16999817,39.64699936,38.38700104,36.86399841,36.08499908,35.72999954,36.93199921,38.58200073,39.03900146,38.98799896,39.13700104,39.95100021,39.60200119,39.79499817,39.85499954,39.59799957,39.27899933,38.54800034,38.91400146,38.85800171,39.82099915,40.17599869,42.40299988,43.64500046,45.20100021,45.7879982,46.38199997,46.67699814,46.00500107,50.18899918
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.17053069,49.08756742,48.64762041,48.40774825,48.16538618,47.91416938,47.74455818,47.64764041,47.63636637,47.59893468,47.17389349,46.71169567,46.34900798,46.1245815,45.98490414,45.85760143,45.88824851,45.56381248,45.17530207,44.83702643,44.69732343,44.51214441,44.00449853,43.58389096,43.15931441,42.72396756,42.32940187,41.99091095,42.73971309,40.38714969,41.60203618
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.84373971,48.76945189,48.39975268,48.20302479,47.97225235,47.76642909,47.63708442,47.54250748,47.53501721,47.50318038,47.13865194,46.7521903,46.46238181,46.29139177,46.18495571,46.06853129,46.07443741,45.79846485,45.47935002,45.21906855,45.10010104,44.88633082,44.45594665,44.15825024,43.84791523,43.51456286,43.2586597,43.00846169,43.63374791,41.5604799,42.76968735
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.24611087,47.22665841,47.20861415,47.2286215,47.06150493,47.0756527,47.13843592,47.0589858,47.07347109,47.07155749,46.9813855,46.93120114,46.95891962,47.0151027,47.04459316,46.96495114,46.85597058,46.77136935,46.72376657,46.76068452,46.70267056,46.35626495,46.20929906,46.36352471,46.45909773,46.47118577,46.6818328,46.69749927,46.82188298,45.6741376,47.03959736
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.32342673,41.43962442,41.51678522,41.5341699,40.77169186,40.98177314,41.4090091,41.34629402,41.4954204,41.68927984,41.63681415,41.69752432,42.06157396,42.41036233,42.6627987,42.91766125,43.06823198,43.08513069,43.37954204,43.61413653,43.72315679,42.95995901,42.20545773,42.43259083,42.46357694,42.23780843,41.95374488,41.67600677,42.12686966,41.23704411,41.86623448
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.98799896,48.81600189,47.85800171,47.99300003,47.81700134,47.61800003,46.95000076,47.89599991,47.58100128,48.13899994,46.23500061,44.2179985,43.80599976,42.83599854,41.39300156,41.68099976,44.84999847,46.24900055,46.87900162,47.66799927,48.09999847,48.97999954,48.50500107,48.63100052,48.48699951,48.93600082,50.09199905,50.86800003,52.10499954,51.16500092,50.39400101
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19663959,50.10389829,50.02985916,50.05073175,50.18216885,50.11094513,50.00456094,49.92588767,49.87904615,49.79248709,49.69754648,49.59076406,49.44214596,49.34831419,49.2626184,49.01080143,48.76970885,48.63486487,48.41573952,48.35447887,48.21147318,48.07170033,48.22586639,48.33712858,48.45845306,48.58125916,49.02975288,49.18337281,49.13794967,47.85638229,49.81884942
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93400002,25.98500061,26.08799934,26.21999931,26.51799965,26.8239994,27.15099907,27.45599937,27.76099968,28.11300087,27.96100044,27.82799911,27.67300034,27.54899979,27.43499947,27.21199989,26.99300003,26.79899979,26.5510006,26.32699966,25.58799934,24.83799934,23.78899956,22.76399994,21.7670002,20.79800034,19.86300087,18.95199966,22.28300095,20.71199989,21.40299988
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.53099823,32.95800018,34.13800049,35.46699905,37.0320015,38.48099899,40.1590004,43.53099823,46.24000168,47.94499969,48.47499847,49.38600159,49.70999908,49.99900055,52.36800003,53.02600098,54.1609993,53.5890007,50.77799988,48.94900131,48.09600067,47.78699875,48.40800095,48.95199966,49.9640007,51.36899948,52.15499878,52.84799957,53.61199951,51.98199844,54.29800034
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.538000107,7.822999954,8.133999825,8.453000069,8.798999786,9.152000427,9.62100029,10.11699963,10.62100029,11.15699959,11.67399979,12.24499989,13.49400043,14.78299999,15.37699986,15.04599953,14.24199963,12.24400043,13.00599957,11.98799992,10.76599979,11.78299999,10.6079998,10.32900047,11.46199989,12.74600029,13.86900043,14.10599995,13.93000031,11.64400005,12.19499969
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78399992,7.847000122,7.895999908,7.933000088,7.972000122,8.020000458,8.06099987,8.342000008,8.631999969,8.934000015,9.237999916,9.553999901,9.890000343,10.25599957,10.6079998,10.98700047,11.3739996,11.18999958,10.99300003,10.80099964,10.60900021,10.42399979,10.60299969,10.74600029,11.07400036,11.42399979,7.861999989,8.140000343,8.416000366,7.980999947,7.839000225
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.875,65.42900085,65.20999908,65.65100098,67.99900055,67.42500305,66.13700104,67.58499908,70.31500244,71.8730011,71.08599854,70.17700195,69.41400146,68.66500092,69.18000031,69.41300201,69.98999786,69.1780014,66.34799957,65.85800171,65.80200195,66.84700012,67.79599762,68.74199677,70.23899841,71.10199738,70.6210022,69.76699829,68.80599976,65.28500366,64.66600037
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.10800171,39.8370018,41.85200119,44.5,46.14799881,46.48899841,45.81999969,45.57600021,46.41500092,47.49900055,47.27099991,46.49499893,46.68600082,47.13399887,48.84400177,49.49700165,50.63600159,51.77299881,51.8769989,52.89400101,53.14799881,54.04299927,54.57600021,55.6780014,55.91199875,56.42699814,56.67499924,57.4070015,57.20999908,55.79199982,56.80400085
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.29899979,29.25699997,28.53899956,28.35899925,28.12000084,28.44199944,28.57099915,28.93899918,29.625,30.3939991,31.50600052,32.15499878,32.89699936,34.50699997,34.25099945,34.85800171,34.98099899,35.40200043,34.72200012,34.52000046,34.7480011,35.02500153,34.50600052,34.60400009,34.73899841,35.29000092,35.86199951,36.25899887,36.66899872,35.77399826,35.8370018
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.69200134,57.32400131,57.07500076,56.60300064,56.18700027,55.68199921,55.14899826,54.57300186,53.73300171,52.94599915,52.15999985,51.77899933,51.42200089,51.41999817,51.28300095,51.15100098,50.9620018,50.74900055,48.85800171,47.23699951,47.29600143,47.17399979,47.28699875,48.29199982,52.01200104,51.27600098,53.10300064,54.47499847,56.26100159,53.54899979,55.97900009
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.739999771,7.872000217,7.887000084,7.980000019,8.114999771,8.791999817,8.937000275,9.095999718,9.258999825,9.421999931,9.05300045,9.350999832,8.663000107,8.586999893,8.479999542,8.720999718,10.72900009,10.56799984,11.09799957,11.36999989,11.41499996,11.14099979,10.09200001,9.708999634,10.47700024,11.39799976,12.04500008,11.09000015,10.36900043,11.15400028,10.77999973
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.55899811,49.58100128,48.97700119,48.64199829,48.33100128,48.33399963,48.68999863,48.07500076,47.37200165,47.01100159,46.77099991,46.01599884,45.85200119,46.08000183,46.29000092,46.54000092,46.59899902,46.5379982,46.15399933,46.14799881,46.13000107,46.11600113,46.98199844,47.54800034,47.91600037,48.82099915,49.70800018,51.23600006,52.12200165,51.87200165,52.18500137
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4489975,64.55000305,64.80599976,60.4679985,58.13499832,56.54800034,56.3730011,56.27899933,55.88199997,56.06700134,57.40499878,57.70700073,58.31800079,58.45800018,58.45700073,59.04600143,60.19100189,61.44400024,61.63000107,62.17900085,62.41500092,62.1780014,62.52899933,62.58300018,62.60300064,62.50299835,62.49700165,62.47299957,62.49900055,60.27500153,60.81800079
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24700165,67.33000183,67.45999908,67.60500336,67.74199677,67.83799744,67.88300323,67.97899628,68.0510025,68.10700226,68.20700073,68.25,68.34300232,68.43299866,68.51300049,68.58999634,68.66600037,68.68399811,68.78500366,68.89900208,68.94999695,69.02200317,69.09300232,69.18000031,69.25700378,69.33000183,68.94499969,68.59100342,68.21600342,67.19000244,67.84899902
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93500137,52.43000031,54.15599823,56.71500015,57.40499878,56.62400055,55.5909996,55.51100159,55.20100021,54.6609993,54.12599945,54.21099854,53.26399994,52.35599899,52.69100189,52.97000122,52.57400131,52.22000122,51.2840004,50.9620018,51.27199936,50.24599838,47.60400009,48.72600174,48.24599838,46.66600037,44.27000046,42.5530014,43.57899857,43.0530014,42.75400162
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53299713,73.18900299,73.01599884,76.04100037,76.24099731,75.92500305,75.08000183,74.26000214,73.51000214,72.60099792,71.68000031,70.7440033,69.83100128,68.89600372,67.9509964,66.93299866,65.91600037,65.09999847,64.23999786,63.02199936,62.13899994,61.02700043,62.25099945,63.375,64.73500061,65.66600037,67.30200195,68.46199799,69.60099792,68.83799744,69.43099976
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.89400101,45.81000137,45.71699905,46.62099838,47.3030014,47.84199905,48.36999893,44.1629982,44.9620018,47.56499863,48.29299927,48.9679985,47.82300186,49.00600052,49.08599854,49.52399826,49.60699844,49.33000183,48.38899994,48.52799988,48.80400085,49.04600143,49.40100098,50.28499985,50.47800064,50.65999985,51.19200134,51.18899918,51.82600021,50.97200012,51.61500168
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.11000061,39.91500092,40.32400131,41.73400116,42.41999817,42.92300034,43.01699829,43.11899948,43.27600098,43.41999817,43.77799988,43.9659996,44.34799957,44.24700165,44.61299896,44.75999832,44.69499969,44.62599945,45.16600037,45.95199966,46.39199829,46.76399994,46.95899963,46.78099823,47.25999832,46.58300018,46.49100113,46.11199951,45.73099899,42.66899872,43.23600006
